exchange,stock_symbol,date,dividends
AMEX,NNO,2002-10-10,0.069
AMEX,NNO,2002-09-11,0.069
AMEX,NNO,2002-08-13,0.069
AMEX,NNO,2002-07-11,0.069
AMEX,NNO,2002-06-12,0.069
AMEX,NNO,2002-05-13,0.07
AMEX,NNO,2002-04-11,0.069
AMEX,NNO,2002-03-13,0.069
AMEX,NNO,2002-02-13,0.069
AMEX,NNO,2002-01-11,0.069
AMEX,NGK,2010-01-13,0.065
AMEX,NGK,2009-12-11,0.065
AMEX,NGK,2009-11-10,0.062
AMEX,NGK,2009-10-13,0.062
AMEX,NGK,2009-09-11,0.062
AMEX,NGK,2009-08-12,0.059
AMEX,NGK,2009-07-13,0.059
AMEX,NGK,2009-06-11,0.059
AMEX,NGK,2009-05-13,0.059
AMEX,NGK,2009-04-13,0.055
AMEX,NGK,2009-03-11,0.055
AMEX,NGK,2009-02-11,0.055
AMEX,NGK,2009-01-13,0.055
AMEX,NGK,2008-12-11,0.18
AMEX,NGK,2008-11-12,0.055
AMEX,NGK,2008-10-10,0.055
AMEX,NGK,2008-09-11,0.055
AMEX,NGK,2008-08-13,0.055
AMEX,NGK,2008-07-11,0.055
AMEX,NGK,2008-06-11,0.055
AMEX,NGK,2008-05-13,0.055
AMEX,NGK,2008-04-11,0.055
AMEX,NGK,2008-03-12,0.055
AMEX,NGK,2008-02-13,0.055
AMEX,NGK,2008-01-11,0.055
AMEX,NGK,2007-12-12,0.129
AMEX,NGK,2007-11-13,0.055
AMEX,NGK,2007-10-11,0.055
AMEX,NGK,2007-09-12,0.058
AMEX,NGK,2007-08-13,0.058
AMEX,NGK,2007-07-11,0.058
AMEX,NGK,2007-06-13,0.058
AMEX,NGK,2007-05-11,0.058
AMEX,NGK,2007-04-11,0.058
AMEX,NGK,2007-03-13,0.058
AMEX,NGK,2007-02-13,0.061
AMEX,NGK,2007-01-10,0.061
AMEX,NGK,2006-12-13,0.098
AMEX,NGK,2006-11-13,0.061
AMEX,NGK,2006-10-11,0.061
AMEX,NGK,2006-09-13,0.061
AMEX,NGK,2006-08-11,0.064
AMEX,NGK,2006-07-12,0.064
AMEX,NGK,2006-06-13,0.064
AMEX,NGK,2006-05-11,0.067
AMEX,NGK,2006-04-11,0.067
AMEX,NGK,2006-03-13,0.067
AMEX,NGK,2006-02-13,0.067
AMEX,NGK,2006-01-11,0.067
AMEX,NGK,2005-12-13,0.15
AMEX,NGK,2005-11-10,0.071
AMEX,NGK,2005-10-12,0.071
AMEX,NGK,2005-09-13,0.071
AMEX,NGK,2005-08-11,0.071
AMEX,NGK,2005-07-13,0.071
AMEX,NGK,2005-06-13,0.071
AMEX,NGK,2005-05-11,0.071
AMEX,NGK,2005-04-13,0.071
AMEX,NGK,2005-03-11,0.071
AMEX,NGK,2005-02-11,0.074
AMEX,NGK,2005-01-12,0.074
AMEX,NGK,2004-12-13,0.14
AMEX,NGK,2004-11-10,0.074
AMEX,NGK,2004-10-13,0.074
AMEX,NGK,2004-09-13,0.074
AMEX,NGK,2004-08-11,0.074
AMEX,NGK,2004-07-13,0.074
AMEX,NGK,2004-06-14,0.074
AMEX,NGK,2004-05-12,0.074
AMEX,NGK,2004-04-13,0.074
AMEX,NGK,2004-03-11,0.074
AMEX,NGK,2004-02-11,0.074
AMEX,NGK,2004-01-13,0.074
AMEX,NGK,2003-12-11,0.19
AMEX,NGK,2003-11-12,0.072
AMEX,NGK,2003-10-10,0.072
AMEX,NGK,2003-09-11,0.072
AMEX,NGK,2003-08-13,0.07
AMEX,NGK,2003-07-11,0.07
AMEX,NGK,2003-06-11,0.07
AMEX,NGK,2003-05-13,0.068
AMEX,NGK,2003-04-11,0.069
AMEX,NGK,2003-03-12,0.069
AMEX,NGK,2003-02-12,0.069
AMEX,NGK,2003-01-13,0.069
AMEX,NGK,2002-12-11,0.131
AMEX,NGK,2002-11-13,0.069
AMEX,NGK,2002-10-10,0.069
AMEX,NKR,2010-01-13,0.064
AMEX,NKR,2009-12-11,0.064
AMEX,NKR,2009-11-10,0.06
AMEX,NKR,2009-10-13,0.06
AMEX,NKR,2009-09-11,0.06
AMEX,NKR,2009-08-12,0.059
AMEX,NKR,2009-07-13,0.059
AMEX,NKR,2009-06-11,0.059
AMEX,NKR,2009-05-13,0.059
AMEX,NKR,2009-04-13,0.059
AMEX,NKR,2009-03-11,0.059
AMEX,NKR,2009-02-11,0.059
AMEX,NKR,2009-01-13,0.059
AMEX,NKR,2008-12-11,0.059
AMEX,NKR,2008-11-12,0.059
AMEX,NKR,2008-10-10,0.059
AMEX,NKR,2008-09-11,0.059
AMEX,NKR,2008-08-13,0.059
AMEX,NKR,2008-07-11,0.059
AMEX,NKR,2008-06-11,0.059
AMEX,NKR,2008-05-13,0.059
AMEX,NKR,2008-04-11,0.059
AMEX,NKR,2008-03-12,0.059
AMEX,NKR,2008-02-13,0.059
AMEX,NKR,2008-01-11,0.059
AMEX,NKR,2007-12-12,0.117
AMEX,NKR,2007-11-13,0.059
AMEX,NKR,2007-10-11,0.059
AMEX,NKR,2007-09-12,0.062
AMEX,NKR,2007-08-13,0.062
AMEX,NKR,2007-07-11,0.062
AMEX,NKR,2007-06-13,0.062
AMEX,NKR,2007-05-11,0.062
AMEX,NKR,2007-04-11,0.062
AMEX,NKR,2007-03-13,0.062
AMEX,NKR,2007-02-13,0.062
AMEX,NKR,2007-01-10,0.062
AMEX,NKR,2006-12-13,0.102
AMEX,NKR,2006-11-13,0.062
AMEX,NKR,2006-10-11,0.062
AMEX,NKR,2006-09-13,0.062
AMEX,NKR,2006-08-11,0.065
AMEX,NKR,2006-07-12,0.065
AMEX,NKR,2006-06-13,0.065
AMEX,NKR,2006-05-11,0.069
AMEX,NKR,2006-04-11,0.069
AMEX,NKR,2006-03-13,0.069
AMEX,NKR,2006-02-13,0.069
AMEX,NKR,2006-01-11,0.069
AMEX,NKR,2005-12-13,0.174
AMEX,NKR,2005-11-10,0.072
AMEX,NKR,2005-10-12,0.072
AMEX,NKR,2005-09-13,0.072
AMEX,NKR,2005-08-11,0.072
AMEX,NKR,2005-07-13,0.072
AMEX,NKR,2005-06-13,0.072
AMEX,NKR,2005-05-11,0.072
AMEX,NKR,2005-04-13,0.072
AMEX,NKR,2005-03-11,0.072
AMEX,NKR,2005-02-11,0.072
AMEX,NKR,2005-01-12,0.072
AMEX,NKR,2004-12-13,0.191
AMEX,NKR,2004-11-10,0.072
AMEX,NKR,2004-10-13,0.072
AMEX,NKR,2004-09-13,0.072
AMEX,NKR,2004-08-11,0.072
AMEX,NKR,2004-07-13,0.072
AMEX,NKR,2004-06-14,0.072
AMEX,NKR,2004-05-12,0.072
AMEX,NKR,2004-04-13,0.072
AMEX,NKR,2004-03-11,0.072
AMEX,NKR,2004-02-11,0.072
AMEX,NKR,2004-01-13,0.072
AMEX,NKR,2003-12-11,0.116
AMEX,NKR,2003-11-12,0.072
AMEX,NKR,2003-10-10,0.072
AMEX,NKR,2003-09-11,0.072
AMEX,NKR,2003-08-13,0.072
AMEX,NKR,2003-07-11,0.072
AMEX,NKR,2003-06-11,0.072
AMEX,NKR,2003-05-13,0.072
AMEX,NKR,2003-04-11,0.072
AMEX,NKR,2003-03-12,0.072
AMEX,NKR,2003-02-12,0.072
AMEX,NKR,2003-01-13,0.072
AMEX,NKR,2002-12-11,0.084
AMEX,NKR,2002-11-13,0.072
AMEX,NKR,2002-10-10,0.072
AMEX,NWF,2009-10-13,0.129
AMEX,NWF,2009-09-11,0.056
AMEX,NWF,2009-08-12,0.054
AMEX,NWF,2009-07-13,0.054
AMEX,NWF,2009-06-11,0.054
AMEX,NWF,2009-05-13,0.054
AMEX,NWF,2009-04-13,0.053
AMEX,NWF,2009-03-11,0.053
AMEX,NWF,2009-02-11,0.053
AMEX,NWF,2009-01-13,0.053
AMEX,NWF,2008-12-11,0.053
AMEX,NWF,2008-11-12,0.053
AMEX,NWF,2008-10-10,0.053
AMEX,NWF,2008-09-11,0.053
AMEX,NWF,2008-08-13,0.052
AMEX,NWF,2008-07-11,0.052
AMEX,NWF,2008-06-11,0.052
AMEX,NWF,2008-05-13,0.052
AMEX,NWF,2008-04-11,0.052
AMEX,NWF,2008-03-12,0.052
AMEX,NWF,2008-02-13,0.052
AMEX,NWF,2008-01-11,0.052
AMEX,NWF,2007-12-12,0.052
AMEX,NWF,2007-11-13,0.052
AMEX,NWF,2007-10-11,0.052
AMEX,NWF,2007-09-12,0.055
AMEX,NWF,2007-08-13,0.055
AMEX,NWF,2007-07-11,0.055
AMEX,NWF,2007-06-13,0.055
AMEX,NWF,2007-05-11,0.055
AMEX,NWF,2007-04-11,0.055
AMEX,NWF,2007-03-13,0.055
AMEX,NWF,2007-02-13,0.055
AMEX,NWF,2007-01-10,0.055
AMEX,NWF,2006-12-13,0.055
AMEX,NWF,2006-11-13,0.055
AMEX,NWF,2006-10-11,0.055
AMEX,NWF,2006-09-13,0.055
AMEX,NWF,2006-08-11,0.058
AMEX,NWF,2006-07-12,0.058
AMEX,NWF,2006-06-13,0.058
AMEX,NWF,2006-05-11,0.058
AMEX,NWF,2006-04-11,0.058
AMEX,NWF,2006-03-13,0.058
AMEX,NWF,2006-02-13,0.058
AMEX,NWF,2006-01-11,0.058
AMEX,NWF,2005-12-13,0.058
AMEX,NWF,2005-11-10,0.058
AMEX,NWF,2005-10-12,0.058
AMEX,NWF,2005-09-13,0.058
AMEX,NWF,2005-08-11,0.06
AMEX,NWF,2005-07-13,0.06
AMEX,NWF,2005-06-13,0.06
AMEX,NWF,2005-05-11,0.063
AMEX,NWF,2005-04-13,0.063
AMEX,NWF,2005-03-11,0.063
AMEX,NWF,2005-02-11,0.067
AMEX,NWF,2005-01-12,0.067
AMEX,NWF,2004-12-13,0.067
AMEX,NWF,2004-11-10,0.07
AMEX,NWF,2004-10-13,0.07
AMEX,NWF,2004-09-13,0.07
AMEX,NWF,2004-08-11,0.072
AMEX,NWF,2004-07-13,0.072
AMEX,NWF,2004-06-14,0.072
AMEX,NWF,2004-05-12,0.072
AMEX,NWF,2004-04-13,0.072
AMEX,NWF,2004-03-11,0.072
AMEX,NWF,2004-02-11,0.072
AMEX,NWF,2004-01-13,0.072
AMEX,NWF,2003-12-11,0.072
AMEX,NWF,2003-11-12,0.072
AMEX,NWF,2003-10-10,0.072
AMEX,NWF,2003-09-11,0.072
AMEX,NWF,2003-08-13,0.072
AMEX,NWF,2003-07-11,0.072
AMEX,NWF,2003-06-11,0.072
AMEX,NWF,2003-05-13,0.072
AMEX,NWF,2003-04-11,0.072
AMEX,NWF,2003-03-12,0.072
AMEX,NFZ,2010-01-13,0.057
AMEX,NFZ,2009-12-11,0.057
AMEX,NFZ,2009-11-10,0.054
AMEX,NFZ,2009-10-13,0.054
AMEX,NFZ,2009-09-11,0.054
AMEX,NFZ,2009-08-12,0.053
AMEX,NFZ,2009-07-13,0.053
AMEX,NFZ,2009-06-11,0.053
AMEX,NFZ,2009-05-13,0.053
AMEX,NFZ,2009-04-13,0.053
AMEX,NFZ,2009-03-11,0.053
AMEX,NFZ,2009-02-11,0.053
AMEX,NFZ,2009-01-13,0.053
AMEX,NFZ,2008-12-11,0.053
AMEX,NFZ,2008-11-12,0.053
AMEX,NFZ,2008-10-10,0.053
AMEX,NFZ,2008-09-11,0.053
AMEX,NFZ,2008-08-13,0.053
AMEX,NFZ,2008-07-11,0.053
AMEX,NFZ,2008-06-11,0.053
AMEX,NFZ,2008-05-13,0.053
AMEX,NFZ,2008-04-11,0.053
AMEX,NFZ,2008-03-12,0.053
AMEX,NFZ,2008-02-13,0.053
AMEX,NFZ,2008-01-11,0.053
AMEX,NFZ,2007-12-12,0.064
AMEX,NFZ,2007-11-13,0.053
AMEX,NFZ,2007-10-11,0.053
AMEX,NFZ,2007-09-12,0.056
AMEX,NFZ,2007-08-13,0.056
AMEX,NFZ,2007-07-11,0.056
AMEX,NFZ,2007-06-13,0.056
AMEX,NFZ,2007-05-11,0.059
AMEX,NFZ,2007-04-11,0.059
AMEX,NFZ,2007-03-13,0.059
AMEX,NFZ,2007-02-13,0.059
AMEX,NFZ,2007-01-10,0.059
AMEX,NFZ,2006-12-13,0.122
AMEX,NFZ,2006-11-13,0.062
AMEX,NFZ,2006-10-11,0.062
AMEX,NFZ,2006-09-13,0.062
AMEX,NFZ,2006-08-11,0.066
AMEX,NFZ,2006-07-12,0.066
AMEX,NFZ,2006-06-13,0.066
AMEX,NFZ,2006-05-11,0.069
AMEX,NFZ,2006-04-11,0.069
AMEX,NFZ,2006-03-13,0.069
AMEX,NFZ,2006-02-13,0.069
AMEX,NFZ,2006-01-11,0.069
AMEX,NFZ,2005-12-13,0.145
AMEX,NFZ,2005-11-10,0.073
AMEX,NFZ,2005-10-12,0.073
AMEX,NFZ,2005-09-13,0.073
AMEX,NFZ,2005-08-11,0.077
AMEX,NFZ,2005-07-13,0.077
AMEX,NFZ,2005-06-13,0.077
AMEX,NFZ,2005-05-11,0.077
AMEX,NFZ,2005-04-13,0.077
AMEX,NFZ,2005-03-11,0.077
AMEX,NFZ,2005-02-11,0.077
AMEX,NFZ,2005-01-12,0.077
AMEX,NFZ,2004-12-13,0.12
AMEX,NFZ,2004-11-10,0.077
AMEX,NFZ,2004-10-13,0.077
AMEX,NFZ,2004-09-13,0.077
